iso_country,municipality,icao_code,iata_code,coordinates
GA,Libreville,FOOL,LBV,"9.412280082699999, 0.458600014448"
GA,Franceville,FOON,MVB,"13.437999725341797, -1.6561599969863892"
ST,S����o Tom����,FPST,TMS,"6.7121500968933105, 0.3781749904155731"
MZ,Beira,FQBR,BEW,"34.90760040283203, -19.79640007019043"
MZ,Chimoio,FQCH,VPY,"33.42900085449219, -19.15130043029785"
MZ,Inhambabe,FQIN,INH,"35.40850067138672, -23.876399993896484"
MZ,Lichinga,FQLC,VXC,"35.2663, -13.274"
MZ,Maputo,FQMA,MPM,"32.572601, -25.920799"
MZ,Mueda,FQMD,MUD,"39.5630989074707, -11.672900199890137"
MZ,Moc����mboa da Praia,FQMP,MZB,"40.35490036010742, -11.361800193786621"
MZ,Nampula,FQNP,APL,"39.28179931640625, -15.105600357055664"
MZ,Pemba / Porto Amelia,FQPB,POL,"40.52401351928711, -12.991762161254883"
MZ,Quelimane,FQQL,UEL,"36.86909866333008, -17.855499267578125"
MZ,Tete,FQTT,TET,"33.640201568603516, -16.104799270629883"
MZ,Vilanculo,FQVL,VNX,"35.31330108642578, -22.018400192260742"
SC,Mahe Island,FSIA,SEZ,"55.521801, -4.67434"
SC,Praslin Island,FSPP,PRI,"55.69139862060547, -4.3192901611328125"
TD,N'Djamena,FTTJ,NDJ,"15.034, 12.1337"
ZW,Bulawayo,FVJN,BUQ,"28.617901, -20.017401"
ZW,Chiredzi,FVCZ,BFO,"31.5786, -21.008101"
ZW,Victoria Falls,FVFA,VFA,"25.839000701904297, -18.09589958190918"
ZW,Harare,FVRG,HRE,"31.0928, -17.931801"
ZW,Kariba,FVKB,KAB,"28.885000228881836, -16.519800186157227"
ZW,Masvingo,FVMV,MVZ,"30.859100341796875, -20.055299758911133"
ZW,Gweru,FVTL,GWE,"29.861900329589844, -19.436399459838867"
ZW,Hwange,FVWN,HWN,"27.020999908447266, -18.629899978637695"
MW,Blantyre,FWCL,BLZ,"34.9739990234375, -15.679100036621094"
MW,Dwangwa,FWDW,DWA,"34.131901, -12.5183"
MW,Karonga,FWKA,KGJ,"33.893001556396484, -9.953570365905762"
MW,Lilongwe,FWKI,LLW,"33.78099823, -13.7894001007"
MW,Mangochi,FWMG,MAI,"35.266998291015625, -14.482999801635742"
MW,Mzuzu,FWUU,ZZU,"34.01179885864258, -11.444700241088867"
LS,Maseru,FXMM,MSU,"27.552499771118164, -29.462299346923828"
NA,Arandis,FYAR,ADI,"14.979999542236328, -22.462200164794922"
NA,Grootfontein,FYGF,GFY,"18.122699737548828, -19.60219955444336"
NA,Keetmanshoop,FYKT,KMP,"18.111400604248047, -26.5398006439209"
NA,Luderitz,FYLZ,LUD,"15.242899894714355, -26.687400817871094"
NA,Ondangwa,FYOA,OND,"15.9526, -17.878201"
NA,Oranjemund,FYOG,OMD,"16.446699, -28.5847"
NA,Rundu,FYRU,NDU,"19.719400405884, -17.956499099731"
NA,Tsumeb,FYTM,TSB,"17.732500076294, -19.26189994812"
NA,Walvis Bay,FYWB,WVB,"14.6453, -22.9799"
NA,Windhoek,FYWE,ERS,"17.080400466918945, -22.612199783325195"
NA,Windhoek,FYWH,WDH,"17.4709, -22.4799"
CD,Kinshasa,FZAA,FIH,"15.4446, -4.38575"
CD,N'dolo,FZAB,NLO,"15.327500343323, -4.32666015625"
CD,Mbandaka,FZEA,MDK,"18.2887001038, 0.0226000007242"
CD,Gemena,FZFK,GMA,"19.771299362199997, 3.2353699207299997"
CD,Kisangani,FZIC,FKI,"25.3379993439, 0.481638997793"
CD,Goma,FZNA,GOM,"29.238500595092773, -1.6708099842071533"
CD,Kindu,FZOA,KND,"25.915399551399997, -2.91917991638"
CD,Lubumbashi,FZQA,FBM,"27.5308990479, -11.5913000107"
CD,Kananga,FZUA,KGA,"22.4692001343, -5.90005016327"
CD,Mbuji Mayi,FZWA,MJM,"23.569000244099996, -6.121240139010001"
ML,Bamako,GABS,BKO,"-7.94994, 12.5335"
ML,Timbuktu,GATB,TOM,"-3.007580041885376, 16.730499267578125"
GB,Grunay Island,EGOU,OUK,"-0.75, 60.4252"
GM,Banjul,GBYD,BJL,"-16.65220069885254, 13.338000297546387"
ES,Fuerteventura Island,GCFV,FUE,"-13.863800048828125, 28.452699661254883"
ES,El Hierro Island,GCHI,VDE,"-17.887100219726562, 27.814800262451172"
ES,"Sta Cruz de la Palma, La Palma Island",GCLA,SPC,"-17.7556, 28.626499"
ES,Gran Canaria Island,GCLP,LPA,"-15.38659954071045, 27.931900024414062"
ES,Lanzarote Island,GCRR,ACE,"-13.6052, 28.945499"
ES,Tenerife Island,GCTS,TFS,"-16.5725002289, 28.044500351"
ES,Tenerife Island,GCXO,TFN,"-16.3414993286, 28.4827003479"
ES,Melilla,GEML,MLN,"-2.9562599659, 35.279800415"
SL,Bonthe,GFBN,BTE,"-12.518899917602539, 7.5324201583862305"
SL,Bo,GFBO,KBS,"-11.76099967956543, 7.944399833679199"
SL,Kenema,GFKE,KEN,"-11.176600456237793, 7.891290187835693"
SL,Freetown,GFLL,FNA,"-13.1955, 8.61644"
SL,Yengema,GFYE,WYE,"-11.04539966583252, 8.610469818115234"
GW,Bissau,GGOV,OXB,"-15.65369987487793, 11.894800186157227"
LR,Monrovia,GLMR,MLW,"-10.758700370788574, 6.289060115814209"
LR,Monrovia,GLRB,ROB,"-10.3623, 6.23379"
MA,Agadir,GMAD,AGA,"-9.413069725036621, 30.325000762939453"
MA,Tan Tan,GMAT,TTA,"-11.161299705505371, 28.448200225830078"
MA,Bouarfa,GMFB,UAR,"-1.98305555556, 32.5143055556"
MA,Fes,GMFF,FEZ,"-4.977960109709999, 33.9272994995"
MA,Errachidia,GMFK,ERH,"-4.39833021164, 31.9475002289"
MA,Meknes,GMFM,MEK,"-5.515120029449463, 33.87910079956055"
MA,Oujda,GMFO,OUD,"-1.92399001121521, 34.787200927734375"
EH,Smara,GMMA,SMW,"-11.6847, 26.7318"
MA,Rabat,GMME,RBA,"-6.75152, 34.051498"
EH,Dakhla,GMMH,VIL,"-15.932, 23.7183"
EH,El Aai����n,GMML,EUN,"-13.2192, 27.151699"
MA,Casablanca,GMMN,CMN,"-7.589970111846924, 33.36750030517578"
MA,Nador,GMMW,NDR,"-3.0282099247, 34.988800048799995"
MA,Marrakech,GMMX,RAK,"-8.03629970551, 31.606899261499997"
MA,Ouarzazate,GMMZ,OZZ,"-6.909430027010001, 30.9391002655"
CN,Golog,ZLGL,GMQ,"100.301144, 34.418066"
MA,Al Hoceima,GMTA,AHU,"-3.83951997756958, 35.177101135253906"
MA,T����touan,GMTN,TTU,"-5.320020198822, 35.594299316406"
MA,Tangier,GMTT,TNG,"-5.91689014435, 35.726898193400004"
SN,Dakar,GOBD,DSS,"-17.073333, 14.67"
SN,Ziguinchor,GOGG,ZIG,"-16.281799, 12.5556"
SN,Cap Skirring,GOGS,CSK,"-16.748, 12.39533"
SN,Kaolack,GOOK,KLC,"-16.051300048828125, 14.146900177001953"
SN,Dakar,GOOY,DKR,"-17.49020004272461, 14.739700317382812"
SN,Ouro Sogui,GOSM,MAX,"-13.3228, 15.5936"
SN,Saint Louis,GOSS,XLS,"-16.463199615478516, 16.050800323486328"
SN,Bakel,GOTB,BXE,"-12.468299865722656, 14.847299575805664"
SN,K����dougou,GOTK,KGG,"-12.22029972076416, 12.57229995727539"
SN,Tambacounda,GOTT,TUD,"-13.65310001373291, 13.736800193786621"
MR,Nouakchott,GQNO,NKC,"-15.9697222, 18.31"
MR,Atar,GQPA,ATR,"-13.04319953918457, 20.506799697875977"
MR,Nouadhibou,GQPP,NDB,"-17.030000686645508, 20.9330997467041"
GN,Conakry,GUCY,CKY,"-13.612, 9.57689"
CV,Espargos,GVAC,SID,"-22.9494, 16.7414"
CV,Rabil,GVBA,BVC,"-22.888900756835938, 16.136499404907227"
CV,Vila do Maio,GVMA,MMO,"-23.213699340820312, 15.155900001525879"
CV,Praia,GVNP,RAI,"-23.493499755859375, 14.924500465393066"
CV,Pregui����a,GVSN,SNE,"-24.284700393676758, 16.58839988708496"
CV,S����o Pedro,GVSV,VXE,"-25.055299758911133, 16.833200454711914"
ET,Addis Ababa,HAAB,ADD,"38.799301147499996, 8.97789001465"
ET,Bahir Dar,HABD,BJR,"37.32160186767578, 11.608099937438965"
ET,Dire Dawa,HADR,DIR,"41.85419845581055, 9.624699592590332"
ET,Gambela,HAGM,GMB,"34.5630989074707, 8.12876033782959"
ET,Gondar,HAGN,GDQ,"37.433998107910156, 12.51990032196045"
ET,Gode,HAGO,GDE,"43.5786018372, 5.93513011932"
ET,Debre Zeyit,HAHM,QHR,"39.0059, 8.7163"
ET,Jijiga,HAJJ,JIJ,"42.9121, 9.3325"
ET,Jimma,HAJM,JIM,"36.81660079956055, 7.66609001159668"
ET,Asosa,HASO,ASO,"34.586299896240234, 10.018500328063965"
BI,Bujumbura,HBBA,BJM,"29.318500518798828, -3.3240199089050293"
SO,Hargeisa,HCMH,HGA,"44.082389, 9.513207"
SO,Berbera,HCMI,BBO,"44.94110107421875, 10.389200210571289"
SO,Mogadishu,HCMM,MGQ,"45.3046989440918, 2.0144400596618652"
DJ,Djibouti City,HDAM,JIB,"43.15950012207031, 11.547300338745117"
EG,El Alamein,HEAL,DBB,"28.46139907836914, 30.92449951171875"
EG,El Arish,HEAR,AAC,"33.8358001709, 31.073299408"
EG,Asyut,HEAT,ATZ,"31.011999, 27.046499"
EG,Alexandria,HEAX,ALY,"29.94890022277832, 31.183900833129883"
EG,Alexandria,HEBA,HBE,"29.696399688720703, 30.917699813842773"
EG,Abu Simbel,HEBL,ABS,"31.611700058, 22.375999450699997"
EG,Cairo,HECA,CAI,"31.40559959411621, 30.12190055847168"
EG,Hurghada,HEGN,HRG,"33.799400329589844, 27.178300857543945"
EG,El Gora,HEGR,EGH,"34.129629, 31.068559"
EG,Luxor,HELX,LXR,"32.7066, 25.671"
EG,Marsa Alam,HEMA,RMF,"34.5836982727, 25.557100296"
EG,Sohag,HESG,HMB,"31.742778, 26.342778"
EG,Mersa Matruh,HEMM,MUH,"27.221700668300002, 31.3253993988"
EG,Port Said,HEPS,PSD,"32.2400016784668, 31.279399871826172"
EG,Sharm el-Sheikh,HESH,SSH,"34.3950004578, 27.9773006439"
EG,Aswan,HESN,ASW,"32.8199996948, 23.9643993378"
EG,Giza,HESX,SPX,"30.89569, 30.108148"
EG,Taba,HETB,TCP,"34.7780990601, 29.587799072299998"
ER,Asmara,HHAS,ASM,"38.910701751708984, 15.291899681091309"
ER,Massawa,HHMS,MSW,"39.37009811401367, 15.670000076293945"
ER,Asab,HHSB,ASA,"42.64500045776367, 13.071800231933594"
CN,Huai'an,ZSSH,HIA,"119.125, 33.7908333333"
KE,Amboseli National Park,HKAM,ASV,"37.25310134887695, -2.645050048828125"
KE,Eldoret,HKEL,EDL,"35.23889923095703, 0.4044579863548279"
KE,Nairobi,HKJK,NBO,"36.9277992249, -1.31923997402"
KE,Kisumu,HKKI,KIS,"34.72890090942383, -0.0861390009522438"
KE,Kitale,HKKT,KTL,"34.95859909057617, 0.9719889760017395"
KE,Lokichoggio,HKLK,LKG,"34.348201751708984, 4.20412015914917"
KE,Lodwar,HKLO,LOK,"35.608699798583984, 3.1219699382781982"
KE,Lamu,HKLU,LAU,"40.91310119628906, -2.252419948577881"
KE,Malindi,HKML,MYD,"40.10169982910156, -3.2293100357055664"
KE,Mombasa,HKMO,MBA,"39.594200134277344, -4.034830093383789"
KE,Masai Mara,HKMS,MRE,"35.008057, -1.406111"
KE,Nairobi,HKNW,WIL,"36.81480026245117, -1.321720004081726"
KE,Nanyuki,HKNL,NYK,"37.041008, -0.062399"
KE,Wajir,HKWJ,WJR,"40.091599, 1.73324"
LY,Sirt,HLGD,SRX,"16.5949993134, 31.063499450699997"
LY,Ghat,HLGT,GHT,"10.142600059500001, 25.1455993652"
LY,Kufra,HLKF,AKF,"23.31399917602539, 24.178699493408203"
LY,Benghazi,HLLB,BEN,"20.2695007324, 32.096801757799994"
LY,Tripoli,HLLM,MJI,"13.276000022888184, 32.894100189208984"
LY,Al Bayda',HLLQ,LAQ,"21.96430015563965, 32.788700103759766"
LY,Sabha,HLLS,SEB,"14.47249984741211, 26.98699951171875"
LY,Tripoli,HLLT,TIP,"13.1590003967, 32.6635017395"
LY,Ghadames,HLTD,LTD,"9.715310096740723, 30.15169906616211"
RW,Gisenyi,HRYG,GYI,"29.258899688720703, -1.6771999597549438"
RW,Kigali,HRYR,KGL,"30.1395, -1.96863"
RW,Kamembe,HRZA,KME,"28.907899856567383, -2.462239980697632"
SD,Dongola,HSDN,DOG,"30.430099487299998, 19.153900146499996"
SS,Higleig,HSFA,HGI,"32.500556, 10.529167"
SD,El Fasher,HSFS,ELF,"25.324600219726562, 13.614899635314941"
SD,Kassala,HSKA,KSL,"36.328800201416016, 15.387499809265137"
SD,Merowe,HSMN,MWE,"31.8433333333, 18.4433333333"
SD,Al-Ubayyid,HSOB,EBD,"30.23270034790039, 13.153200149536133"
SD,Port Sudan,HSPN,PZU,"37.234100341796875, 19.4335994720459"
SS,Juba,HSSJ,JUB,"31.6011009216, 4.87201023102"
SS,Malakal,HSSM,MAK,"31.65220069885254, 9.55897045135498"
SD,Khartoum,HSSS,KRT,"32.553199768066406, 15.589500427246094"
SS,Wau,HSWW,WUU,"27.9750003815, 7.7258300781199996"
TZ,Arusha,HTAR,ARK,"36.63330078125, -3.3677899837493896"
TZ,Dar es Salaam,HTDA,DAR,"39.202599, -6.87811"
TZ,Dodoma,HTDO,DOD,"35.752601623535156, -6.170440196990967"
TZ,Mbeya,HTGW,MBI,"33.273981, -8.919942"
TZ,Nduli,HTIR,IRI,"35.75210189819336, -7.668630123138428"
TZ,Arusha,HTKJ,JRO,"37.0745010376, -3.42940998077"
TZ,Lake Manyara National Park,HTLM,LKY,"35.81829833984375, -3.376310110092163"
TZ,Mtwara,HTMT,MYW,"40.181800842285156, -10.339099884033203"
TZ,Mwanza,HTMW,MWZ,"32.932701110839844, -2.4444899559020996"
TZ,Chake,HTPE,PMA,"39.8114013671875, -5.257259845733643"
TZ,Tanga,HTTG,TGT,"39.07120132446289, -5.092360019683838"
TZ,Zanzibar,HTZA,ZNZ,"39.224899, -6.22202"
UG,Arua,HUAR,RUA,"30.91699981689453, 3.049999952316284"
UG,Kampala,HUEN,EBB,"32.443501, 0.042386"
UG,Gulu,HUGU,ULU,"32.27180099487305, 2.8055601119995117"
UG,Soroti,HUSO,SRT,"33.622798919677734, 1.7276899814605713"
ID,Samarinda,WALS,AAP,"117.249392, -0.374448"
ID,Sugapa-Papua Island,WABV,UGU,"137.031998, -3.73956"
JP,Ishigaki,ROIG,ISG,"124.245, 24.396389"
CN,Jiagedaqi,ZYJD,JGD,"124.1175, 50.371389"
CN,Qianjiang,ZUQJ,JIQ,"108.831111111, 29.5133333333"
BR,Jijoca de Jericoacoara,SBJE,JJD,"-40.357338, -2.906425"
US,Allentown,KABE,ABE,"-75.44080352783203, 40.652099609375"
US,Abilene,KABI,ABI,"-99.68190002440001, 32.4113006592"
US,Albuquerque,KABQ,ABQ,"-106.609001, 35.040199"
US,Aberdeen,KABR,ABR,"-98.42179870605469, 45.449100494384766"
US,Albany,KABY,ABY,"-84.19450378417969, 31.535499572753906"
US,Nantucket,KACK,ACK,"-70.06020355, 41.25310135"
US,Waco,KACT,ACT,"-97.23049926757812, 31.611299514770508"
US,Arcata/Eureka,KACV,ACV,"-124.109, 40.978101"
US,Atlantic City,KACY,ACY,"-74.57720184326172, 39.45759963989258"
US,Camp Springs,KADW,ADW,"-76.866997, 38.810799"
US,Alexandria,KAEX,AEX,"-92.54979705810547, 31.32740020751953"
US,Fort Worth,KAFW,AFW,"-97.31880187990001, 32.9875984192"
US,Pittsburgh,KAGC,AGC,"-79.9301986694336, 40.354400634765625"
US,Augusta,KAGS,AGS,"-81.9645004272461, 33.36989974975586"
US,Athens,KAHN,AHN,"-83.32630157470703, 33.94860076904297"
US,Akron,KAKR,AKC,"-81.4669036865, 41.0374984741"
US,Albany,KALB,ALB,"-73.80169677734375, 42.74829864501953"
US,Alice,KALI,ALI,"-98.02690124510002, 27.740900039699998"
US,Alamogordo,KALM,ALM,"-105.990997314, 32.8399009705"
US,Alton/St Louis,KALN,ALN,"-90.0459976196, 38.89030075069999"
US,Waterloo,KALO,ALO,"-92.40029907226562, 42.557098388671875"
US,Alamosa,KALS,ALS,"-105.866997, 37.434898"
US,Walla Walla,KALW,ALW,"-118.288002, 46.09489822"
US,Amarillo,KAMA,AMA,"-101.706001, 35.219398"
US,Anniston,KANB,ANB,"-85.8581, 33.5882"
US,Anderson,KAND,AND,"-82.70939636230001, 34.4945983887"
US,Altoona,KAOO,AOO,"-78.31999969, 40.29639816"
US,Denver,KAPA,APA,"-104.848999, 39.57009888"
US,Naples,KAPF,APF,"-81.7752990723, 26.1525993347"
US,Aberdeen Proving Grounds(Aberdeen),KAPG,APG,"-76.1688, 39.466202"
US,Alpena,KAPN,APN,"-83.56030273, 45.0780983"
US,New Iberia,KARA,ARA,"-91.883904, 30.0378"
US,Watertown,KART,ART,"-76.02169799804688, 43.99190139770508"
US,Aspen,KASE,ASE,"-106.8690033, 39.22320175"
US,Astoria,KAST,AST,"-123.878997803, 46.158000946"
US,Atlanta,KATL,ATL,"-84.428101, 33.6367"
US,Watertown,KATY,ATY,"-97.15470123, 44.91400146"
US,Augusta,KAUG,AUG,"-69.7973022461, 44.320598602299995"
US,Austin,KAUS,AUS,"-97.6698989868164, 30.194499969482422"
US,Wausau,KAUW,AUW,"-89.6266021729, 44.9262008667"
US,Asheville,KAVL,AVL,"-82.541801, 35.436199"
US,Wilkes-Barre/Scranton,KAVP,AVP,"-75.72339630130001, 41.338500976599995"
US,Alexandria,KAXN,AXN,"-95.39469909670001, 45.8662986755"
US,Kalamazoo,KAZO,AZO,"-85.5521011352539, 42.234901428222656"
US,Marysville,KBAB,BAB,"-121.43699646, 39.136100769"
US,Bossier City,KBAD,BAD,"-93.6626968384, 32.5018005371"
US,Westfield/Springfield,KBAF,BAF,"-72.715599, 42.157799"
US,Columbus,KBAK,CLU,"-85.8963012695, 39.2619018555"
US,Brady,KBBD,BBD,"-99.3238983154, 31.1793003082"
US,Bryce Canyon,KBCE,BCE,"-112.144996643, 37.706401825"
US,Baudette,KBDE,BDE,"-94.612197876, 48.7284011841"
US,Hartford,KBDL,BDL,"-72.68319702149999, 41.9388999939"
US,Bridgeport,KBDR,BDR,"-73.1261978149414, 41.16350173950195"
US,Bedford,KBED,BED,"-71.28900146, 42.47000122"
US,Bradford,KBFD,BFD,"-78.64009857177734, 41.8031005859375"
US,Scottsbluff,KBFF,BFF,"-103.5960007, 41.87400055"
US,Seattle,KBFI,BFI,"-122.302001953125, 47.529998779296875"
US,Bakersfield,KBFL,BFL,"-119.0569992, 35.43360138"
US,Mobile,KBFM,BFM,"-88.06809997559999, 30.626800537100003"
US,Binghamton,KBGM,BGM,"-75.97979736, 42.20869827"
US,Bangor,KBGR,BGR,"-68.8281021118164, 44.80739974975586"
US,Bar Harbor,KBHB,BHB,"-68.3615036, 44.45000076"
US,Birmingham,KBHM,BHM,"-86.75350189, 33.56290054"
US,Fort Bliss/El Paso,KBIF,BIF,"-106.3799973, 31.84950066"
US,Bishop,KBIH,BIH,"-118.363998413, 37.3731002808"
US,Billings,KBIL,BIL,"-108.54299926757812, 45.807701110839844"
US,Bismarck,KBIS,BIS,"-100.74600219726562, 46.772701263427734"
US,Biloxi,KBIX,BIX,"-88.92440032959999, 30.4104003906"
US,Denver,KBJC,BJC,"-105.1169968, 39.90879822"
US,Bemidji,KBJI,BJI,"-94.93370056, 47.50939941"
US,Baker City,KBKE,BKE,"-117.808998108, 44.837299346900004"
US,Aurora,KBKF,BFK,"-104.751998901, 39.701698303200004"
US,Cleveland,KBKL,BKL,"-81.68329620361328, 41.51750183105469"
US,Beckley,KBKW,BKW,"-81.1241989136, 37.787300109899995"
US,Bluefield,KBLF,BLF,"-81.20770263671875, 37.295799255371094"
US,Blythe,KBLH,BLH,"-114.717002869, 33.6192016602"
US,Bellingham,KBLI,BLI,"-122.53800201416016, 48.79280090332031"
US,Belleville,KBLV,BLV,"-89.835197, 38.5452"
US,Bloomington,KBMG,BMG,"-86.61669921875, 39.145999908447266"
US,Bloomington/Normal,KBMI,BMI,"-88.91590118, 40.47710037"
US,Nashville,KBNA,BNA,"-86.6781997680664, 36.1245002746582"
US,Burns,KBNO,BNO,"-118.955001831, 43.5918998718"
US,Boise,KBOI,BOI,"-116.223, 43.5644"
US,Boston,KBOS,BOS,"-71.00520325, 42.36429977"
US,Big Piney,KBPI,BPI,"-110.1110001, 42.58509827"
US,Mountain Home,KBPK,WMH,"-92.47049713130001, 36.3689002991"
US,Beaumont/Port Arthur,KBPT,BPT,"-94.02069854736328, 29.9507999420166"
US,Brunswick,KBQK,BQK,"-81.46649932861328, 31.258800506591797"
US,Brainerd,KBRD,BRD,"-94.13809967, 46.39830017"
US,Burlington,KBRL,BRL,"-91.12550354003906, 40.783199310302734"
US,Brownsville,KBRO,BRO,"-97.4259033203125, 25.90679931640625"
US,Battle Creek,KBTL,BTL,"-85.2515029907, 42.307300567599995"
US,Butte,KBTM,BTM,"-112.49700164794922, 45.95479965209961"
US,Baton Rouge,KBTR,BTR,"-91.149597, 30.533199"
US,Burlington,KBTV,BTV,"-73.15329742429999, 44.471900939899996"
US,Buffalo,KBUF,BUF,"-78.73220062, 42.94049835"
US,Burbank,KBUR,BUR,"-118.35900115966797, 34.20069885253906"
US,Beaver Falls,KBVI,BFP,"-80.39140319820001, 40.7724990845"
US,Beverly,KBVY,BVY,"-70.91649627689999, 42.584201812699995"
US,Bowling Green,KBWG,BWG,"-86.41970062259999, 36.964500427199994"
US,Baltimore,KBWI,BWI,"-76.668297, 39.1754"
US,Blytheville,KBYH,BYH,"-89.94400024410001, 35.9642982483"
US,Burley,KBYI,BYI,"-113.772003174, 42.542598724399994"
US,Fort Irwin/Barstow,KBYS,BYS,"-116.629997253, 35.2804985046"
US,Bozeman,KBZN,BZN,"-111.1529999, 45.77750015"
US,Columbia,KCAE,CAE,"-81.11949920654297, 33.93880081176758"
US,Akron,KCAK,CAK,"-81.44219970703125, 40.916099548339844"
US,Caribou,KCAR,CAR,"-68.0178985596, 46.871498107899995"
US,Columbus,KCBM,CBM,"-88.44380187990001, 33.6437988281"
US,Charles City,KCCY,CCY,"-92.6108016968, 43.0726013184"
US,Cedar City,KCDC,CDC,"-113.0989990234375, 37.70100021362305"
US,Chadron,KCDR,CDR,"-103.095001221, 42.837600708"
US,Childress,KCDS,CDS,"-100.288002014, 34.4337997437"
US,Crescent City,KCEC,CEC,"-124.2369995, 41.78020096"
US,Springfield/Chicopee,KCEF,CEF,"-72.53479767, 42.19400024"
US,Crestview,KCEW,CEW,"-86.522102356, 30.778799057"
US,Cleveland,KCGF,CGF,"-81.4863967896, 41.5651016235"
US,Cape Girardeau,KCGI,CGI,"-89.57080078125, 37.22529983520508"
US,Chattanooga,KCHA,CHA,"-85.20379638671875, 35.035301208496094"
US,Charlottesville,KCHO,CHO,"-78.4529037475586, 38.13859939575195"
US,Charleston,KCHS,CHS,"-80.04049683, 32.89860153"
US,Cedar Rapids,KCID,CID,"-91.71080017089844, 41.884700775146484"
US,Sault Ste Marie,KCIU,CIU,"-84.47239685058594, 46.25080108642578"
US,Clarksburg,KCKB,CKB,"-80.2281036377, 39.2966003418"
US,Cleveland,KCLE,CLE,"-81.8498001099, 41.4117012024"
US,College Station,KCLL,CLL,"-96.36380005, 30.58860016"
US,Port Angeles,KCLM,CLM,"-123.5, 48.120201110839844"
US,Charlotte,KCLT,CLT,"-80.94309997558594, 35.2140007019043"
US,Columbus,KCMH,CMH,"-82.891899, 39.998001"
US,Champaign/Urbana,KCMI,CMI,"-88.27809906, 40.03919983"
US,Hancock,KCMX,CMX,"-88.48909759521484, 47.168399810791016"
US,Carlsbad,KCNM,CNM,"-104.26300048828125, 32.337501525878906"
US,Chanute,KCNU,CNU,"-95.4850997925, 37.668800354"
US,Cody,KCOD,COD,"-109.024002075, 44.520198822"
US,Coeur d'Alene,KCOE,COE,"-116.8199997, 47.77429962"
US,Cocoa Beach,KCOF,COF,"-80.6100997925, 28.2348995209"
US,Concord,KCON,CON,"-71.50229645, 43.20270157"
US,Colorado Springs,KCOS,COS,"-104.700996, 38.805801"
US,Columbia,KCOU,COU,"-92.219597, 38.8181"
US,Casper,KCPR,CPR,"-106.463997, 42.908001"
US,North Myrtle Beach,KCRE,CRE,"-78.72389984130001, 33.8116989136"
US,Jacksonville,KCRG,CRG,"-81.51439666750001, 30.3362998962"
US,Corpus Christi,KCRP,CRP,"-97.5011978149414, 27.77039909362793"
US,Carlsbad,KCRQ,CLD,"-117.2799988, 33.12829971"
US,Charleston,KCRW,CRW,"-81.59320068359375, 38.37310028076172"
US,Columbus,KCSG,CSG,"-84.93890380859375, 32.516300201416016"
US,Crossville,KCSV,CSV,"-85.08499908450001, 35.9513015747"
US,Cut Bank,KCTB,CTB,"-112.375999451, 48.6083984375"
US,Columbia,KCUB,CUB,"-80.9952011108, 33.970500946"
US,Cincinnati / Covington,KCVG,CVG,"-84.667801, 39.048801"
US,Corvallis,KCVO,CVO,"-123.2900009, 44.49720001"
US,Clovis,KCVS,CVS,"-103.321998596, 34.3828010559"
US,Mosinee,KCWA,CWA,"-89.6668014526, 44.7775993347"
US,Houston,KCXO,CXO,"-95.414497, 30.351801"
US,Cheyenne,KCYS,CYS,"-104.8119965, 41.15570068"
JP,Nankoku,RJOK,KCZ,"133.668938, 33.546259"
US,Fort Belvoir,KDAA,DAA,"-77.1809997559, 38.715000152600005"
US,Daytona Beach,KDAB,DAB,"-81.058098, 29.179899"
US,Daggett,KDAG,DAG,"-116.7870026, 34.85369873"
US,Dallas,KDAL,DAL,"-96.851799, 32.847099"
US,Danville,KDAN,DAN,"-79.33609771728516, 36.572898864746094"
US,Dayton,KDAY,DAY,"-84.21939849853516, 39.902400970458984"
US,Dubuque,KDBQ,DBQ,"-90.70950317, 42.40200043"
US,Washington,KDCA,DCA,"-77.037697, 38.8521"
US,Dodge City,KDDC,DDC,"-99.9655990600586, 37.76340103149414"
US,Decatur,KDEC,DEC,"-88.8656997680664, 39.834598541259766"
US,Denver,KDEN,DEN,"-104.672996521, 39.861698150635"
US,Detroit,KDET,DET,"-83.00990295, 42.40919876"
US,Dallas-Fort Worth,KDFW,DFW,"-97.038002, 32.896801"
US,Dothan,KDHN,DHN,"-85.44960021972656, 31.321300506591797"
US,Dalhart,KDHT,DHT,"-102.54699707, 36.0225982666"
US,Dickinson,KDIK,DIK,"-102.802001953, 46.7974014282"
US,Del Rio,KDLF,DLF,"-100.778002, 29.359501"
US,Duluth,KDLH,DLH,"-92.19360351559999, 46.8420982361"
US,The Dalles,KDLS,DLS,"-121.166999817, 45.6184997559"
US,Tucson,KDMA,DMA,"-110.883003235, 32.1665000916"
US,Deming,KDMN,DMN,"-107.721000671, 32.262298584"
US,Augusta,KDNL,DNL,"-82.0393981934, 33.4664993286"
US,Dover,KDOV,DOV,"-75.46600342, 39.12950134"
US,Chicago/West Chicago,KDPA,DPA,"-88.24859619, 41.90779877"
US,Mercury,KDRA,DRA,"-116.032997, 36.6194"
US,De Ridder,KDRI,DRI,"-93.33989715579999, 30.8316993713"
US,Del Rio,KDRT,DRT,"-100.927001953, 29.3742008209"
US,Des Moines,KDSM,DSM,"-93.66310119628906, 41.534000396728516"
US,Detroit,KDTW,DTW,"-83.35340118408203, 42.212398529052734"
US,Douglas Bisbee,KDUG,DUG,"-109.603996277, 31.4689998627"
US,Dubois,KDUJ,DUJ,"-78.8986969, 41.17829895"
